25Mg,55Mn,59Co,60Ni,65Cu,66Zn,88Sr,90Zr,93Nb,95Mo,107Ag,109Ag,139La,140Ce,141Pr,143Nd,146Nd,147Sm,149Sm,153Eu,157Gd,159Tb,182W,206Pb,208Pb,232Th,238U
0.976,0,3.262,0,0,0,0,0,0.062,0,0,0,1.624,390.134,0,0,2.49,0,0,0,0,0,0,0,1.671,0,0
1.671,0,0,0.019,0.729,0,0.624,0,0,0,0,0,0,253.926,0.61,1.81,1.205,0,0.49,0.548,0,2.414,0.005,0,0.005,0,0
0,0.948,0,0,0.367,0,-0.024,0,1.624,0,0,1.29,1.4,268.668,0.91,0,2.1,0,0,1.505,1.371,0,0.819,1.433,0,2.324,0.49
2.076,0,0.31,-0.014,0,0,0,0,0,0,0,0,0.705,312.168,0.79,3.043,0.286,0,1.448,1.467,4.095,0,0,0,0,0,0
0,0,0,0,0,0.557,0,0.933,0.705,0,0,0,0.471,859.223,0.695,0.51,0,0,0,0,3.362,0,1.31,0,1.486,0.686,0
0,0,0.69,0,0,0,0,0.71,0,0,0,0,0,228.421,0.814,0,0,1.286,0,0.229,0,0,1.343,0,0,1.495,0
0,0,0,0,2.014,5.505,0.8,0,0.524,0,0,0,1.4,1053.407,0.871,3.119,0.99,1.367,0.548,0,0.881,2.071,0.833,1.124,0.886,0,0
0,0,0,1.119,0,0.757,0,0,1.838,0,0,0,10.814,12820.898,0,-10.676,-1.533,-3.648,0.862,-0.457,7.371,0,0,1.019,2.229,0,0
0,1.49,0,0,1.99,0.819,0.871,0.971,0,0,0,0.838,0,181.284,1.314,0.843,-0.01,1.3,0.743,0.543,1.067,1.143,0,0,0,0,0.876
0,0,0.276,0,0,0.857,0,0,0.886,0,0,1.329,1.452,165.431,0.89,0,1.452,0,0,0.748,0.695,0.99,0,0.567,1.971,0,0
0,0.457,0.652,0.514,2.057,0,0,0,0,0,0,0,0,297.42,1.276,0,0.819,0,1.343,0,2.257,2.252,0,0.314,0,0,0.871
0,0.567,0,0,0,3.014,0.971,0,0.929,0.038,0.271,0,0.99,1552.454,0,0,0,0,0,0.714,0.79,0.243,0,0,4.367,1.352,0
1.471,1.181,0,0,0.595,0,0.476,0,0,0,0,2.719,0,465.047,0.752,0.643,1.129,0,0.643,0,1.024,0.405,0,0,5.052,1.976,0
0,0,0,0,0,0,0,0,0,0,0.705,0,0,265.764,0.881,1.752,0,0,0,1.495,0,0,0,0.762,0,0,0.848
0,0.943,0,0.786,0,0,0.59,0,0,0,0,0.619,0,540.046,1.624,0,0,0,0,0,0,0,0,1.49,1.314,0,0
0,1.31,0,0,0,0,0,0,0,3.905,0,1.886,0.3,321.187,0,0.762,0,1.957,0,0,0,0,0,1.624,0,0,2.257
0,0,0,0,0,3.314,0,0.362,2.562,0,0,0,0,659.74,1.143,2.886,1.905,0,0,0.224,0.471,1.786,0,0.8,2.038,0,0
0,0.557,0,0.052,0,0.462,0.962,0,0,0,0,0,0,318.563,2.352,0,0,2.8,0,0,1.281,0,0.867,2.552,2.119,0,0.524
0.224,0,3.029,0.576,0,0,0,0,0,0,0,0,0.081,515.318,0,0.067,0,0,0,0.762,0,0.571,0,0,1.167,0,0
0,1.581,0.762,0,0,1.41,1.357,0.852,0,2.49,0,0,0.614,1059.464,0,0,1.871,0,0,0,0.824,0,0,2.333,1.995,0,0.757
0,0.024,1.71,0,0.576,0,0,1.257,0.248,0.643,0.343,0,0,43.79,0.5,0,0,0,0,1.767,0,0,0,0,1.09,3.052,1.933
0.676,0,0,0.324,0,1.052,0,0,-0.019,0,1.952,0.305,0,307.516,1.31,3.89,0,0,0,0,0,0,0,1.157,0,0,1.119
0.886,0,1.386,0,0,1.59,0,0,0,0,-0.052,1.271,0,326.772,0.881,0,1.271,0,0,0,0,0,0,1.61,0.767,0,0
0,0,0.976,0,0,0,0.205,0,0,0,0.367,0,0,498.104,0,0.005,0.529,0,1.605,0.41,0,0,0,0,2.033,0,0
0,0,0.648,0.333,0,0,0,0.919,2.643,1.167,0,0,0,240.912,1.548,0,0.014,0,0.824,0,0,1.3,0,1.914,0.676,0,0.838
0,0,0,0.186,1.79,0.219,0,0,0,0,0,0,0,518.77,1.543,1.981,0,0.724,0.7,1.295,0,0,1.381,1.295,2.986,0.267,1.376
1.329,0,0,0,-0.019,3.095,1.79,1.567,0,0,0.581,0,0.848,2375.278,2.376,0.052,0.452,0,0,0,2.552,1.3,0,1.224,5.076,0,0.686
0,0.857,0,1.6,0.043,0,0,0.243,0,0,0,0,0,369.62,0,0,0,0,0,0,3.252,0,0,0.838,0,1.114,0
0,0.529,0.433,2.833,0,3.067,0.69,0,0,0,0,0,0,729.382,0,0,1.857,0.029,0,0,0,0,0,0,2.49,0.205,1.095
0,0.081,0,0,0,0,0.743,0,0.571,0,0,0,0,32.609,0.61,0,0,0,0.429,0,0,0,0,0,0.79,0,0
0,0,0,0,0.61,0,0,2.443,0,0.014,0,0,1.114,177.346,0,0.381,0,0,0,0,0,1.814,0,0.005,0,0,0
0,0,0,0,1.829,0.362,0,0,0,0,0,0,0,591.336,0,0,0.805,0.024,0,0,3.867,0,0,0.267,1.262,0,2.514
0,0,0.848,1.443,0,0,0,1.419,0,0,0,1.81,0,226.359,0.548,0,0.005,0.59,0,2.062,0,0,0,0,0,0,0
1.405,0,0.41,0,0,0,0,0,0,0,0,0,0,274.106,2.857,0,1.224,-0.005,0,0,0,0,0.338,0.543,0.69,0,0
0.652,1.052,1.229,0,0,1.114,0,0,0,0,1.829,0,0,725.82,1.505,1.157,1.062,1.048,0.99,0,0,0,0,0,0,0.581,0.643
0,1.195,0.248,1.743,2.952,0,0,1.314,1.052,0.671,0,1.2,0.176,942.527,0,0.81,0.657,0.419,0.529,0,1.01,0,0,1.176,3.052,1.119,0.652
0,0,0,1.19,0,0.876,0,0,0,0,0,0,0.552,314.325,3.076,0,0.719,1.267,0,0,1.31,0,1.852,0,0,0,0.9
1.014,0,0,0,0.614,0.776,0,0,0,0,0,0,-0.014,450.685,-0.719,2.243,1.3,0,0,0,0.333,0,0,0,0,0,0
0,0,0.662,2.748,0,0,0,2.281,0,0,0,0,0.924,2488.177,-0.5,-0.467,3.786,1.124,0,0,4.686,0,0,0,1.119,0.538,0
0,0,0.362,0,0,1.21,0,1,1.476,2.719,0,0,0,2298.079,0.257,0.671,0.105,0,0,1.443,4.467,0.629,4.086,0,1.133,0,0.843
0,0,1.119,0,0,0,0,0,0,0,0,0.824,0,1886.388,1.043,1.576,0,0,0,0,4.805,0,0,1.138,3.667,0.195,0
0,0,0.652,1,1.381,0,0,0.405,1.005,0,1.138,0,0,103.761,0,0,0.676,0,0.143,0,0.981,0.138,1.252,0.01,0,0,-0.029
0.586,0,0,0.643,1.7,0,0,0,0,0.238,0,0,0,274.078,0,0.481,0,0.638,0,0.519,0.729,0.548,0,0,0,0,1.348
0,1.186,0,1.167,0,1.895,0,0,0,0,0.295,0,0.667,287.449,0.5,1.529,1.19,0,1.305,0.3,0,3.043,0,0,0,0,0
0.171,0,0,0,0.729,2.229,0,0.029,0,0.995,0,0,1.09,418.257,0.7,0.762,0,0,0,0,3.39,0.024,1.21,1.667,2.919,0.976,0
0.748,0,0.895,0,1.929,0,0,1.919,1.981,0,1.014,0.886,0.69,1096.221,1.214,0,0,0,0,1.248,0,0.643,0.824,1.381,1.133,0,0.757
0,0.552,2.167,0.429,0,0.238,0,0,0.305,0,0,0.552,0,1418.193,0.567,0.762,0.124,0,0.471,0,2.452,0,0,1.657,0,0,0
0,0,0,0,1.795,0,1.119,0,0,0.005,0,0,1.11,492.066,0.29,0.943,1.024,0,0,0,0,0,0.562,1.352,0,0.438,0.405
0,0.429,0,0,0.429,0,0,0,0,0,0,0,0,304.816,1.533,0.605,0.014,0,0,0,1.557,0,0,0,1.538,1.095,0
0,1.257,1.224,0,2.581,4.109,1.167,0,0,0,0,0,0.486,1032.022,0,0,0,0.005,0,0.476,0,1.205,1.952,2.838,0,0,0.576
0,0,0,1.576,0,0,0.295,0,0,0.562,2.6,0,2.919,311.044,0,0.624,1.614,1.486,0.295,0,0,0,0.948,1.071,0,0,1.057
0.019,0.571,0,0,0,0,0,0,0,0.248,-0.01,0,0,56.728,0,0,0,0,0,0,0,0,0,0.681,1.519,0,0
1.481,1.705,0.605,0,3.786,0.69,0,0,0,0,0,0,1.143,348.877,0.595,0,0,0,0.514,0.743,3.19,0,0,0.867,0,0.3,0
0.829,0,0,0,0.486,0.895,0,0,0,0,0,0.729,0.357,657.283,0.752,0,0,0.829,1.067,1.243,0.495,0,0.69,1.948,0,0,0.733
0,0,0,0,0,2.729,0.786,0.814,0,0,0,0,1.19,1725.447,0.976,0.824,2.209,0.962,2.967,0,1,4.819,0.481,0,1.257,0,0
0,0,1.852,1.195,1.09,1.662,0,0,1.629,0,0,0,0,204.869,0,0,0,0,0,0,2.305,0,0,0.786,0,0,0.8
0,0,0.4,0.414,0,0,0.395,0,0,0,0,0,0.19,2060.891,1.005,0.886,0.948,0,0,0.762,3.514,2.9,1.081,3.005,5.238,0.6,0
0,0,0.005,0,0.686,1.024,0.548,0,0,1.833,0,0,0,241.04,0,0,0,0,0,1.371,0,0,2.09,0.776,1.776,0.248,0.052
0,0.548,0,0,0.619,0.629,0,0,0.538,1.448,0,0,0.5,659.407,0.195,2.071,0,0,0,0.486,0.367,0,0,0,0.767,2.305,0
0,0,0,0,0,0.71,1.048,0,0,0,0.995,1.176,3.714,189.717,0,0,0,0,0,1.419,0,0,0.062,1.41,0,1.319,0
0,0,1.143,1.719,3.971,0,0,0,0,0.781,0,0.829,1.671,264.63,0.757,0,0,0,0,0.805,0,1.09,0,0,3.438,0,0
0,0,0,0,0,0,0,1.314,0,0,0,0,0,133.594,0,1.648,0,1.519,0,1.09,1.367,0.643,0,0,0.833,0.3,0
1.081,0.733,0,0,4.624,1.59,1.405,0,0.357,3.705,0,0,0,364.501,1.01,0,0,0,2.281,0,1.448,0,0,0,0,0.59,0.348
0,0.6,0,0,0,1.186,0,0,0,0,0,0,0.262,1071.974,0.543,1.11,0,0,0,1.276,0,0,0,1.481,1.757,0,0.6
0,0,0,0,0,0,0.738,0.6,0,0,0,0,2.29,300.254,0,1.414,0,0,0,0,0,0,1.381,0,0.376,0,0.738
0.876,0,0,0.505,0,0,0.324,0,0,0,0,0,0.924,440.419,4.019,0,0,0,0,0,0.843,0,0,0.833,0,0,0.181
0,0,0.943,0.443,0,2.657,0,1.219,0,0,0.952,0,0,229.588,0.138,1.348,0,0,0,0,-0.01,0,0,0,0.776,0,0.695
0,0,1.343,0,0,2.071,0,0,0,0.495,0,0,0,1320.666,0,0,0.948,0,1.124,0,0,0,0.59,0,2.562,0.038,0
0,0.362,1.243,0,0.295,4.157,1.033,0,0.619,0,0.762,2.448,0,221.378,0,0,0,0,0,0,0,0.529,0,0,5,0,0
0,0.238,0,0,0,3.362,0,0.895,0,0,0,-0.043,0,294.23,-0.105,0,0,0,1.405,0,0.886,0,0,0,0,0,0.01
0,0,0,0,0.033,0,1.614,0,0.233,0.667,0,0,1.262,760.987,0,0.486,1.533,0,0.343,0.624,0,0,0,0.757,5.871,0,0.29
2.852,0,-0.014,0,0,0,0,0.805,1.767,0,0,0,2.243,1320.842,0.386,0.529,1.324,0,0,0,1.019,1.495,0,0.895,5.395,0.752,0
3.605,0,0,0.671,1.805,1.776,1.124,0,0,0,0,0.871,0,677.002,1.005,0,1.276,0,0,0.39,0,1.467,0,0,2.781,1.243,0
0,1.114,0,0,0,0.467,0,0,1.029,0,0,0,0,239.064,0,0,0,0,0,0.757,0,0,0,0,0,0,0
0,1.629,0,0,0,0,0,0,0,0,0,0,0,1369.108,1.471,0.962,0.61,0.005,0.243,0,3.486,0,0,3.162,1.548,0,1.495
0,0.462,0,0.162,0,0,0,0,0,0,1.214,0.99,0,325.839,-1.367,0,2.686,0,0,0,0,0,0,0.79,1.424,0,0
0.476,0,0,0,0,0,0,0.281,0,0.562,1.71,0,0.748,151.803,1.333,0.743,0,0,0,0,0,0,0,0,0,1.257,0
0,0,0,0,1.405,2.767,0.995,0,0.486,0,0,0,4.429,6087.721,0.267,-0.362,0.886,0.552,0.643,0,2.543,0.124,0,0,0.524,0,0.748
0,2.319,0.695,0,0,0.057,0,0,1.119,2.419,0,0.414,0.143,1325.909,2.024,0.529,0,-0.048,0.648,1.886,1.59,0,1.076,0,3.69,1.057,0
1.595,0,0,0.038,0,1.443,0.4,0,0,0,1.319,0,0.548,554.156,1.105,0.357,0,1.981,0.429,0,1.295,0,0,0,2.681,0,0
0,1.652,0,0,0,0,0.705,1.2,0,0,0.105,0,0,879.666,0.214,1.519,0,1.39,0.481,0,0,0,0,1.819,0.681,0,0
0,0,0.4,1.895,2.819,1.5,1.948,0,1.195,3.314,0,0,0,67.104,0.771,1.581,0,0,0,0.895,0.867,0,0,0.971,0,0,0.862
0,0,0,0,0.248,0,0,0.629,0,0.419,2.486,0,0.519,352.224,0.91,2.448,0,0,0,0,2.686,0,0,0,0,0,0.119
0.433,0,0,1.076,0,0,0,0,0.505,0,0,0,1.19,521.723,2.043,0,1.438,0.981,1.162,0,0,0,0.714,1.205,0,1.048,0
2.895,0,0.329,0,0,0,0,0.148,1.324,0,0,0,0,66.618,0,0,0,0,0.948,1.71,0.41,0,0.6,0,0,0,0.571
0.695,0,0,0,0,1.405,0,0,0,0,0,0,0,686.968,0.624,0,1.481,0,0,0,0,0.867,0,1.219,0.676,0,0
0,0,0.643,0.586,0,0.89,2.024,0,0,0,0,0,2.029,894.914,0,0.9,0.652,1.233,0,0.662,-0.019,0,0,1.381,5.138,0,1.624
0,0,0,0,0,1.99,0,0,0.543,0,0,0.805,0,1383.146,0,0,3.295,0.738,1.186,0,1.09,0,1.752,0,0.452,0,0
0.543,0,0,0,0,0,0,0,0.705,0,0,0,1.138,498.047,-5.962,0,0,0,0,0,0.295,0.105,0,0.519,3.248,0,0.443
1.852,0.338,0.495,0,0,1.605,0.171,0.495,0,0,0,0,0,234.883,0.61,0,0,0,0.21,0.976,0,0,0.643,0,1.295,0,0
0.9,0,0,0,0.205,0,1.11,0.562,0,0,0,1.2,2.686,3847.437,0,-0.724,1.824,2,0,0.357,0.881,1.057,0,3.652,8.686,0,0
0,0,0,0,0,0,0,0,-0.019,0.524,0,0,0,670.688,-0.643,1.057,0,0.805,0,0.314,0,1.233,0,0,1.886,0,0
0,-0.01,0,2.748,0.567,1.362,1.252,0,0.767,0,0,0,0,158.246,1.576,0,0.805,1.619,0,0.043,0,0.514,0,0,0,4.238,0
0,1.319,2.681,1.829,0,0,0,0,0,0,1.352,0,2.019,1252.657,0.843,0,0,0.233,0,0,1.157,0,0.481,1.014,2.962,0,0
0,0.795,0.819,0,0,0,3.29,0,0,0.976,0,0,0,81.247,0.843,0,0,0,0.648,0.771,2.395,0,0,0,0,0,0.552
0.31,-0.029,0.105,0,2.667,0.195,0,0.805,0,0,0.881,0.019,0,222.874,0.605,0,0,0,4.99,0,1.052,0,0,1.167,0,0,0
0,0,0.619,0,0,4.157,0,0,0.038,0,0,0.2,0.933,305.02,2.052,0,1.448,0,0,1.143,1.719,0.857,0.552,0,3.981,1.048,0.848
0,0,0,0.61,0.324,0,0,0,1.595,0.91,0,0,1.457,178.874,0.929,0.681,1.471,0.971,0.514,0,1.029,2.338,0.876,0,0.938,0,1.505
0.219,0,0,0,0.014,0,0,0,0,0.519,0,0,1.267,311.468,0.595,0.124,0,0,0,0.629,0,0,0.843,0,2.543,0,0
0.038,0,0,1.671,0.171,0,0,0,0,0,0.529,0,0.938,171.636,0,1.81,3.119,1.652,0,0,2.033,2.267,0,0,0,1.081,0
0.257,0,0,-0.029,0.171,0,0,0,0,0,0,0,0.624,464.042,0,1.319,0,0.143,2.952,0,0,0,0,1.714,2.057,0,1.462
0,0,0,0.757,0,1.952,0.443,0,0,0.995,0,0,2.195,542.984,0,0,0,1.214,0,0,0,0,0.743,0,3.024,0.776,0
0,0,0,2.748,0,0.681,0,0,0,0,0.852,0,0,300.592,0,0,0.648,0,0,0,0,0,0,0,1.048,1.838,1.162
0,0,0,0,0.171,0.662,0,0,0.638,0.476,0,0,1.057,379.9,3.471,0.743,0,1.529,0,1.067,0.705,0,0,0,1.529,0.348,0.962
0,0,2.186,0,0,2.01,0.986,0,0,0,0,0.167,0.505,425.086,1.162,0.833,0,0,0,0.486,0,0,0,0,1.162,0,0
0,0,0,0,0,0,0,0,0,0,0.548,0,0,352.158,0.952,0,0,0,0,1.519,1.51,0,0,0.562,0,0,0
0,0,1.086,0,1.49,0,1.714,0,0,0,2.914,0,0.952,842.857,1.005,0.443,0,0.533,0,1.052,0.833,0,1.776,0.624,0,0,0
0,0,0,0,0.752,0,0,0,0,3.667,0,0,0,535.199,3.976,0.205,0,0,0,0.538,0.443,0,0,0,0.576,1.262,1.743
2.49,0.252,0.019,0,0,0,0,1.519,0,1.105,0,0,0,1056.783,0,0.31,1.262,0.805,0,0,1.476,0,0,0,1.767,1.143,0
0,0,-0.01,0,0,0,1.029,0,0.676,1.433,0,0.771,0,1221.558,0,1.205,0.9,1.071,1.271,0.148,5.224,0,0,1.948,0.167,0,0.543
1.386,0,0,0,0,0,0,0,0.8,0,2,0,0,831.114,0,0.614,1.233,0,0,0,1.419,0,0,0.329,1.719,0,0
0,0.795,0,0,0,2.09,0,2.995,0,0.767,0,0,0,415.843,0,0,1.495,1.429,0.295,0.876,0,0,0,0,0,0,0
0,1.362,0.314,0,2.024,0,0.91,0,0,1.738,0,-0.024,0,314.497,0.986,0.724,0,0,0,1.581,2.029,0,1.262,0,4.729,0,0
0,0,0,0,0,0.743,0,0,0,0,0,0,0,135.141,1.538,1.305,1.776,0,0,1.486,0,0,0,1.719,2.138,0,0.214
0,2.019,0,0,0.624,1.724,0.143,0,0.005,0,0.905,1.348,0.019,1173.244,0.271,0,0.614,1.124,0.267,0.152,3.852,0.486,0,0.633,1.995,0,0
0.948,0,1.857,0,0,0,0.229,0,0,1,1.195,0,0.61,319.296,0.557,0,0.657,0,0,0,0,0,0.719,0.433,2.871,0,0.419
0,0,0,0,0,1.033,0,1.49,0,1.457,0,0,2.19,682.173,1.567,1.352,0,0,0,0,0,0,1.576,2.7,1.833,0.871,2.433
0,0,0.848,0.376,0,1.319,0,0,0,0,0,0,0,222.964,0,0,0,0.238,0,0,2.019,0,0.314,1.033,0.386,0.629,0
0,0,0.914,0.738,0,0,0,0,0,2.019,0.519,0,0,403.31,2.857,0,0.981,1.195,0,0,-0.033,0.962,1.79,1.762,0,0.695,1.276
0,0,2.062,0,0.533,0,1.057,0,0,1.005,0,0.476,1.638,760.33,0,0.062,0,0,0.79,0,1.271,1.381,1.248,0,0,0.543,0
1.019,0.576,0,0,0,0,0,0,0,0,0.962,0,2.609,2983.743,2.014,-0.981,0,0.681,0.2,0.562,3.624,0.581,0,0,1.748,0,0
0,0,0,0.724,0,1.748,0,0.5,0,0.329,0,-0.029,0,68.694,0,0,0.99,0.748,1.071,0,0,0,0.338,0,0,0,0
0,0,0,1.41,0,0,0.99,1.395,0,0,0,0,5.876,1550.978,0.157,0,0,1.376,1.767,-0.071,3.176,0.829,3.943,0,0.762,1.043,0
0,0,0,0,0.595,0,0,0,1.338,0,0,0,0,1857.17,0.505,0.895,0.695,0.452,0,2.543,10.928,0.424,0,0.686,4.962,0,0
1.776,0,2.748,0,1.662,0,3.029,0,0,0,0,0,0,205.617,0,0,0.738,0,0,2.943,0,0,4.248,0,1.59,0,0
0,1.033,0,0,0,0,-0.024,0,0,0.633,1.848,1.067,0,205.583,2.176,0,0,0,0,0,0.124,0,0,0,0.833,0,0
0,0,0.795,0,0.976,0,0,0,0,0,0,0,0,38.028,2.314,0,0.786,0,0,1.029,0.138,0.029,0,0,0.771,0,0
0,0,1.876,0,0,0,1.471,0,2.224,0,0,0,0,405.243,0,0.305,1.838,1.295,1.138,0,1.91,0.371,0,2.452,0,0,0
0.557,0,0.024,0,0,0,0,0,0,2.324,0,0.814,1.838,1846.017,0.538,-0.148,0.305,0.957,3.243,0,2.367,0.657,0,0.5,3.3,3.181,2.262
0,0,0,0,0,1.319,0,0,0.557,0,0,0.624,0,416.843,1.119,0,0.814,0.471,0,0.205,0,0,0,0,0.033,0.614,0
0,0,1.167,0.171,0.971,0,0,0,0.538,0,0,0,0.881,1145.958,0,1.319,0.095,0.705,0,0,0,0,0,1.41,3.848,1.4,1.019
2.686,0.648,0,0,0,0.514,0,0,0,0,0,0,0,474.585,1.31,2.229,0,0,2.209,0,0,0,0.59,0.476,2.267,0,0
0,1.071,0,0,0,0,0,0,0,0,1.129,1.462,0,337.568,-0.481,0,0,0,0,0,1.257,0,0,0.324,2.014,0,0.61
0,0,0,0,0,1.519,0.019,0,0,0,0.019,1.471,0.495,312.515,2.509,1.2,0.605,1.39,0.033,0.962,0,0,0,0,0,0,0
2.286,0.248,0.695,0,0.233,0.652,0,0,0,0,1.586,1.519,4.152,1894.059,0,-0.29,1.286,0,0,0.733,0,0.981,0,0,0,2.224,0.571
0,0,0,0,3.538,0,0,-0.01,0,0,0,0.962,1.867,374.42,0,0.81,0,0,0,0,1.848,0.414,0,0.362,0,2.667,0
0,0.49,0,1.224,0,0,2.271,0.238,0,0,1.324,0,1.033,80.932,0,0,0,0,0.729,0,0,0,0,0,0,0,0
0,0,0,0.657,0,0.09,0,0.562,0,1.495,3.071,0,0,508.061,1.71,0,2.1,-0.024,0,0.019,0,0,1.081,3.205,5.329,0,1.119
0,0,0,0,0,0.943,0,0,0.867,1.486,0,0.229,2.171,403.41,0,0.9,0,0.957,0,1.257,0.781,0,0.624,1.7,0.386,0,0
0,0.81,0,0,0,0,0,0.99,0,0,0,0,3.481,622.279,0,0,0,0,0,0,0.733,0,2.209,0,1.829,0,0
0,0,0,0,0,0,1.971,0,0,0,0,0.576,1.514,1159.268,0.138,0.557,0,0,0,2.114,2.533,0,0.933,0.886,2.952,0,2.105
0,0.943,0,0.924,0,0,0,0,0.519,1.043,1.224,1.49,0,343.972,3.509,0,1.41,0,0,0,1.9,0,1.833,0,0,0,0
0,0,0,0.61,0,0,0,0.652,0,0,0,0,0,176.827,0.229,0.662,0,0,0,0,0,0.7,0.967,1.719,0.314,2.886,0.829
0.748,0,0,2.419,0.69,1.167,0,0,0,0,0,1.195,0,626.202,0,0.405,0,0.743,0,1.976,3.281,0,0,0.386,0,0,0
0,1.214,0,2.205,1.9,0,0.91,0,0,0,0.514,0,0.91,775.958,0,0.3,1.648,0.867,0.124,-0.029,-0.052,0,0,1.448,4.157,4.324,0
0,0.171,0,0,0,0,0,0,0,0,0.467,0,0.652,538.284,3.224,0,0,0,0,0,0.476,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,241.216,0,0,0,0.262,1.267,1.005,0,0,0,0,0.743,0,0.886
1.3,2.895,0.71,1.743,0,1.538,0,1.105,0,0,1.19,0,0.776,865.138,0.886,0,2.743,0.838,0,0.39,2.143,1.238,0.505,0.257,5.286,3.314,0
0,0,0,0,0.514,0,0,0.143,-0.133,0.71,0,0,0,202.369,-0.119,0,0,0,0.352,0,0,2.286,0,0.662,0.89,2.138,1.352
0,1.267,0.219,0.257,0,0,0,0,0,0,0,0,0,6.309,0,0.529,0,0,0,0,0,0,0.8,0,0,0,0
0,0.619,0,0,0,1.01,0.176,0,0,0,1.081,0,0,1104.359,1.181,2.7,0.352,0.69,0,0.633,1.676,0.571,1.124,0.619,0.557,0,0
0,0,0,1.876,1.071,2.533,0,0,0,0,0,0.195,0,80.585,0,0,0,0,0.01,0,0,0.005,0,0,-0.067,0,0
0,0,0,0,0,0,0,2.157,0,-0.019,0,0,0,124.656,0,0.71,0,1.571,0,0,0.457,0.576,0,2.657,0,0,0
0,0,0,0.2,0,1.152,0,0,0,0,0,0,0,190.45,0.748,-0.01,0.162,0.005,1.324,0.971,0.357,0,0.767,0,0,0,0
0,0,0,1.186,0,2.405,0,0,0,0,0,0,0,183.15,0.257,0,0,0,0.881,0,2.9,0,2.014,0,1.024,0,0
0,2.081,0,0.967,0,0,0,1.438,0,0,0,0.557,0,1022.993,2.1,0.167,1.7,0.41,0,0,0,0,0,1.114,0.771,0.652,0
0,0.257,1.519,0.371,0,2.029,1.5,0,0.629,0,0.629,0,1.376,1729.58,0,0.219,1.757,1.924,0,0.252,2.905,0,0.41,0.6,1.99,0.752,0
0,0,0,0,0.957,0,0,0,0,0,0,0.338,0.552,1344.499,4.343,0.862,0.938,0.162,0,0,2.538,0.748,0.543,0.952,0.543,0,0
0,0,0.8,0.31,1.633,1.205,2.319,0,0.914,0,0,0.881,0,81.632,0.695,1.114,0,0,1.429,0,0.243,2.314,1.805,0.452,0,0,0
0,0,0.752,0,0,1.567,0.538,0.205,0,0,0.333,0,1.233,1210.51,1.714,0.014,1.414,0,1.043,1.195,2.4,0,0.619,0,3.305,0,0
0,1.462,1.567,0.681,0,0.919,0,0,1.114,0,0,0,0,270.745,1.767,0,0.238,0,0,0,0.538,0.2,0,2.01,0,1.952,1.319
0.148,0.9,0,0,1.81,1.148,0,0.51,1.743,0,0,0,0,102.008,1.329,0.452,0,0,0.629,0.781,0,1.119,0.943,0,0,0.39,0
0,0,0,0.571,1.233,0,0,0.71,0,0.814,0.329,0.624,0,866.709,1.424,0.667,2.648,1.81,1.062,0.062,3.324,0,0,2.967,1.376,0,0
0,0.29,0.519,0,0,0,0,0.519,0.743,0,0,0.881,0.214,769.291,0.714,0,1.762,0,0,0,0,0,0.619,1.238,0,1.424,0
0,0,0.257,0,0,0,0,0,0,0,0,0,0.695,1276.285,1.638,0,0.648,0.795,0.89,0,1.824,0,0,0,1.943,0,0
0,0.471,0.986,0,0.91,0,0,0,1.562,1.448,0,0,2.014,177.798,1.452,0,0,0.8,0.314,0,0,1.9,0,2.181,0.91,0,0
0,0,0.233,0,1.905,2.605,0.257,1.657,0,0,0,0,1.571,782.867,0,0,0,0,2.329,0,0.614,1.181,0.29,0.21,0.61,0.138,1.343
0,0,0,1.814,0.648,0,0.905,0,0,0,0,0,3.338,328.206,0.024,1.438,0,0,0,0,0,0,1.543,0.405,0,0,0
0.686,0,1.41,0,0,1.352,0,0,0,0,0,0,0,588.051,0,1.1,0.981,0,0.5,0.519,1.395,0.371,2.119,0.257,0,1.276,0.629
1.376,0,0,0,0,0,1.529,1.095,0,0.571,0,0.438,0,843.738,0,0,0.3,0,0,0,0.781,0,0,0,3.076,0,1.457
0,0,1.371,1.443,0,2.081,0,0,0,0,0,0,0,243.297,1.271,0,0,0.005,2.138,0,2.438,0,0,1.543,0.862,3.19,0
0,0,0,0,1.838,0,1.043,0.962,0,0,0,0,0.976,614.336,1.129,1.519,0,0,-0.052,0,0,3.124,0,0,0.938,0,0
0,0,0,0.743,0.905,0,0,1.662,0,0,0,0,0,546.151,0,0.59,0.943,0,0,0,0.314,0,3.443,0.238,3.752,0,0
-0.005,0.576,0,0,0.276,2.224,0,0,0.529,0,0,0,0,805.362,-0.029,0.729,1.505,0,0,0.829,0,0,0,0.876,0.833,0.905,0
0,0,0,0,1.762,2.871,0,0,0,0.938,0,0,0,956.056,1.729,0.305,0.495,0,1.271,0,0,0,0,0.357,0.267,0.338,0
0,0,0.076,1.243,0.638,0,0,0,2.752,0.419,0,1.533,0,648.469,0,0,0,0.79,0.629,0,0,-0.014,0.986,0,1.405,0,0
0,1.519,0.576,0.638,1.505,1.505,0.881,0,0,1.057,1.243,0,1.995,149.513,2.757,0,0.671,0.89,0.981,0,0,0,0,0.838,0.367,0,0
0,2.109,0,0,0,0,0,0,0,0,0,0,0,34.771,0.586,1.81,0,0,0,0.567,0,0.443,0,0,0,0.371,0
