25Mg,55Mn,59Co,60Ni,65Cu,66Zn,88Sr,90Zr,93Nb,95Mo,107Ag,109Ag,139La,140Ce,141Pr,143Nd,146Nd,147Sm,149Sm,153Eu,157Gd,159Tb,182W,206Pb,208Pb,232Th,238U
1.724,0.871,1.029,0,0,0,0.767,0,0,1.024,0,1.167,0.352,1199.582,3.452,-0.1,1.657,0.876,0,0,1.943,3.09,0,0,3.057,1.61,0
0,0,0.462,1.095,0.71,0.376,0.69,0,0,0.367,0,0.738,0.614,313.273,1.086,0,0.662,2.338,0,0,1.01,0,0,1.571,1.157,0.957,0
2.271,0,0,0,0,0,0,-0.019,1.033,0,0,0,0.943,1020.85,1.538,0.924,0,1.871,1.914,0,0.31,0,0,1,0,0,0
0,0,0,0,3.148,1.433,1.152,1.267,1.286,0,0,0,0,35.462,1.843,0.543,0,0,0.829,1.833,0,0,0,3.152,0,2,0
0,0,3.905,0,0,0.971,0,0,0,0,0,2.529,0,174.127,0,0,0,0.514,0,0,0,0.319,1.938,0,0,0,0
1.171,0.919,0.352,1.41,0,2.267,2.581,0,0,0,0,0.686,0.814,342.52,0,1.21,0.967,0,0,0,0,0,0,0,0,0,0
0,0.681,0.776,0,0,0,0,0.824,0,0,0,0,0.371,561.827,0.71,1.49,1.571,0,0,1.657,0,0,0,0,1.01,1.695,3.848
0,1.662,0,0,0,0,0,0,0,0.214,0,1.11,0.69,205.45,1.214,0,0.252,0.967,0,0,0,0,0,0,0,0,1.667
0,0,1.738,2.938,0.29,0,0,0.505,0,0,0,0.262,0,355.834,0,1.29,0,0.571,0,0,0.762,0,0,0.962,0,0,0
0,0,0.329,0.871,0,3.162,0,0,0,0,1.086,0.429,0,121.913,3.052,0,0,0.01,1.481,0,0,0.348,0,0,0.529,1.171,0
0,0.929,0,0,0,0,0,0.91,0,0,0,0,0,413.772,2.795,0,0,0.69,0,0.733,1.295,1.024,0.3,0,0,0,0
0,1,0,0,0,0,0,2.571,0.052,0,0,0,0.371,622.369,1.143,1.414,0.314,0,0,0,0,0,0,0.848,1,0,1.024
0.662,0.019,0,0,0.819,0.952,0.714,0,0,0.619,0,0,0,294.073,2.367,0,0,0,0.676,0,0,0,0.71,0.138,1.176,0,0
0,0,0,0,0.833,0,0,0,0.552,0,0,0,0,671.721,2.519,0,1.167,0.548,0,0.452,1.295,0,0,1.486,4.038,0,0.171
1.357,0,0.314,0,0,3.971,0.29,0,0,0,0,0,0,691.649,1.514,2.952,0,-0.043,0,1.052,0,0,0.757,2.79,0,0,0
0,2.257,0.481,0,0,2.167,0,0,0,0,0,0,0,892.861,2.286,2.871,0,0,0.157,0,1.767,0,0,0.214,2.538,0,0
0,0,0,0,0,0,0,0,0,1.548,0,0,0,83.661,1.738,0.048,0,2.429,0,3.276,2.9,0,0,0,0.762,0.133,0.4
0.919,0,0,2.829,0,0,0.029,0,0.033,0,0,0.495,0.567,2084.576,0,0.943,2.648,1.514,0,0,4.143,2.29,0.571,1.238,2.857,0,0
0,0,0,0,0,0,0.481,0,1.286,-0.01,0,0,0,307.082,0.533,1.576,0,0,0.648,0,0,2.205,0.862,1.124,2.067,0,0.419
0.271,2.176,-0.038,0,5.348,0,0.99,0,0,0,0,0,0,1187.562,0.848,0.524,-0.038,1.162,0.557,0.557,4.814,0.719,0,0.967,2.562,1.39,0
0,0,0,0,1.067,0.976,0,0,0,0,0,0,0,1230.401,0.695,0.948,0,0,0.367,0,0.005,0.019,0.152,0.243,3.067,0,0
0,0,0.757,2.371,0,4.295,0,0.586,1.219,0,0,0,0,308.396,2.643,1.557,0,1.829,0,0,0.657,0.89,0,0.381,2.124,0,0
0,2.238,0.486,0,0,1.324,2.319,0,0,0,0,0,0,1816.118,1.443,-0.262,1.662,0.267,1.905,0.114,2.348,0.848,0,0.433,4.938,0,0.276
0,0,0,0,0,0,0.895,0,0.824,0,0,0.552,0,262.035,0,0.2,0,0,1.824,0.695,0,0,0,0,0,0.567,0
0,0.524,0,0,0,0.443,0,0,0,0,0,0,0,260.559,0,0,0,1.433,0,0,0.886,0,0,1.667,1.771,0.652,1.933
0,2.609,0,0,1.552,0.99,0,0,0,0,0.476,0.71,0.4,351.096,0.586,0.229,0,0,0,0,0,0,0.062,3.576,0.624,1.19,0.676
0.5,1.924,0,0,0,0,0,0,0,0.976,0,1.733,0.438,619.512,1.148,0,0.271,1.676,0,0,0,0,0.438,0.305,0.771,1.119,1.448
0,0,0,0,0,0.905,1.095,2.624,1.067,0,1.148,0,0,538.303,0.567,-0.038,0.986,0,0.238,0.338,0,-0.024,1.071,3.024,0,0.79,0
0,0.857,0,2.129,0,0.648,0,0.448,0,0,0,1.152,0,315.054,0,0,2.719,0,1.51,0,0.071,3.509,0,0,0,0,0
0,0,0,0,0,1.695,0,0,0,0,0,0,0,423.748,0.933,0,0,0,0,0,0.433,2.824,0,1.176,3.348,0,0
0,1.986,0,0,0.833,0.652,0,0,0,0,0,0,0,143.917,1.705,0.676,1.052,2.129,0,1.767,1.91,0,0.933,0.005,0,0,0
0,0,0,0,0.681,0.833,0,0,0,0,0,0,0.795,288.444,0,2.424,0,2.119,0,0,0,0,0.362,0.176,0,0,0
0.005,0,0.929,0,0,0,0,0,0,0,0,0,0,21.205,0,0,0,0,0,0,0,0,0,0,0,0,0
0.814,0,0,0,0,0.676,0,0,0,0.948,2.452,0,0,641.374,-0.243,1,0.367,0,1.719,1.081,2.219,0.833,0.6,1.124,0.476,0,0
0,0,2.405,0,0,0,2.033,0,0,0,0,0,1.048,2458.406,2.49,0.138,0.357,2.695,0.671,2.171,0.524,0,0.319,0.11,4.3,0,0
0,0,0,0,0.738,0,0,0,0,0,0.876,0.743,0,842.186,0,2.357,0,0,0,0.186,0,3.705,0.486,2.467,0,0.543,2.243
0,1.457,0,0.681,0,1.024,0,0,0,0,0,0,0,109.389,2.162,0,0.062,0,0,0.033,0.843,0,0,1.171,0.895,0,0.767
0,0,1.938,1.69,0,1.41,0,0.686,0,0,0,0,0.838,676.192,0,0,2.605,0.919,2.838,0,1.695,0,0,0,0,0,0
0,0,0.419,0,1.033,0,0.867,0,0,0,0,0,1.052,465.499,1.781,0.619,0,3.571,2.043,0.424,0,1.719,0.748,0.405,0.61,0,0.443
0,0,0,0,0,1.49,0,0,1.486,0,0,0,1,680.164,0.052,1.129,0,0,0,1.129,2.471,2.638,0.514,2.624,4.738,0,1.962
0.286,0,0.4,1.848,0,1.029,0,0,0,0.476,0,3.209,0,643.231,0.452,1.286,0,1.995,0.448,0,2,1.352,0,1.205,3.7,0,1.652
0,0,0,0,1.59,0,0,0,0,0,0,0,0.495,446.328,3,0,0,0,-0.01,0,1.067,0.8,0,0,1.381,0,1.967
0,0,0,0,0,3.309,0,0,0,0,0,1.138,0.519,1080.721,0.619,0.876,-0.033,0,0.59,0.538,3.505,0,1.352,0,2.143,0,0
0,0,0.014,0,1.038,0,0,0,0,1.167,0,0,0,24.666,0.414,2.2,0,0,0,2.605,0,1.048,0.538,0,0,0,0
0,1.848,0,0,0,0,0.795,0.79,0,0,0,0.01,0,492.947,0,0,0.643,0,1.281,0,0,0,0,2.767,1.195,0,0
0,0,0,2.443,0,0,1.838,0,0,0,0,0,0.543,320.515,0.976,0,3.429,0,0,0,1.348,3.052,0,0,0,0,0
0,0.771,1.11,2.171,2.29,1.567,0,0.386,0,0.976,0,0.457,1.3,298.506,2.086,0.548,1.014,0,2.514,0,0.743,0,0,0,0,0,0
1.143,3.981,1.338,0,0,0,1.476,0,0,0.005,0.552,0,0.705,660.512,-0.01,1.676,0,0,0,0,0,0,1.429,2.3,1.186,0,0
0,0.229,0,0,1.09,0.638,0,0,0,1,0,0,0.814,184.75,0.333,0,0,0.567,0.429,1.562,0,0,0,0,0,0,1
0,0,0,0,0.652,-0.029,0,0.595,1.557,0,0,0,0,45.385,0,0,0,0,0,0,0,1.781,0,1.671,0,0,0
0.038,0.681,0,1.148,0,0,0,0,0,0,0,0,3.819,287.721,1.533,0,2.214,0.648,0,0.09,0,0,0,0.533,3.09,0,2.833
0,0,0,0.348,0,0,0.281,0.319,0,0,1.195,0,0,479.052,1.267,1.943,0,1.048,1.643,0,2.752,0.976,0,2.057,0.567,0.681,0
0,0,0,0.981,0.957,0.567,0,0,0,2.8,3.276,0,0,438.319,1.89,0.395,0.3,0,2.005,1.419,0,0,0,0.957,0,0,2.929
0,0,0,0.186,0.671,0,0,0.019,0,0,1.038,0.19,0,132.879,2.229,0,2.171,0,0,0,0,0,0,0,1.986,0,0
0,0,0.548,0,2.219,0,1.743,0.138,0,0,0,0,0,3181.993,0,-0.181,0.39,1.086,3.352,0.119,2.586,1.971,0,0,1.095,0,0
0.938,0,2.271,0,0.976,0.862,0,0,0,0.957,0,3.709,0,223.436,0,0,0,0.514,0,0,0,0,0,1.767,0,0,0.829
6.295,0,1.086,4.133,0,1.181,1.138,0,0.543,0,0,0,1.681,176.641,0,2.057,0,0,1.238,0,3.367,1.005,1.071,2.652,0,0.833,0
0,0,0.49,0,0,1.114,0,-0.01,0,0,0,0,0,627.517,0.49,0.905,0,0.238,0,0,0,0.567,0,0.586,1.352,0.138,0
0,0,0,0,1.719,0,0,1.229,0,0,0,0,0.205,463.357,1.567,0,0.462,0,0,0,1.681,1.333,0.29,0,0,0.433,0
0,0,0,0,0,0,0,1.443,0,0.571,0.876,0,1.562,126.284,1.048,0,0,0,0,0,0,0,0,0.895,1.605,1.29,1.638
0,0,0.795,0.467,0.762,1.038,1.362,0,0.91,0.886,0,0,0.224,202.383,1.095,0,0.938,0.886,0,0,0,0.871,0.614,0,0,0,0.89
0,0,0,0,0,0,0,1.671,0.757,0,1.771,0,0,197.86,0,1.143,0,0,0,0,0.667,1.505,0,0.3,0.952,0,1.962
0,0,-0.043,0,0,0.638,0.343,0,0,0,0,0,0,257.369,1.648,0,0,0.633,0,0.252,1.686,0,0,0,1.09,0,1.29
0,0.91,0,0,0,0.648,0,0,0,0,0,0,0,447.476,0,2.024,1.357,0,0,0,1.157,0,0.333,0,1.505,0,1.733
0,0,0,0,1.176,4.871,0,0.81,0,0.057,0,0,0.029,353.825,0,1.567,0.833,0,2.871,0,0,0,0.714,0.943,0,1.405,0
0,0.4,0,0.49,0,1.738,0.362,0,0,0,0,2.729,1.029,154.336,0,0,0,0,0,0,0,0.757,0,0,1.257,0,0
0,0,0.538,0,0,1.129,1.524,0,0,0.171,0,0,0,340.396,0.048,1.943,1.667,0,0.357,0,0,2.29,0.81,0.024,0,0,0.8
0.49,0,0,0.776,0,0,0.752,0.195,0,0,0,0,0,229.25,2.79,0,0,0,0.967,0,0.571,0,0.9,0,2.1,3.214,0
0,0.333,0.833,1.833,0,0,1.21,0.862,0,0,0,0,0,256.149,1.524,0.333,0.748,0,0,0.376,0,1.033,0,0,2.257,0.024,0
0,2.267,0,0.919,1.41,0,0,0,0,1.219,0,0,0,594.965,0.529,0,0,0,0,3.043,0,0,0,0,2.119,0,2.281
0,0,0.71,0,0.571,0.014,1.476,0.738,0,0.971,0,0,1.062,131.618,0,0.91,0,0,0,0,0,1.486,1.086,0,0.914,0,0.986
0,0,0,0,0.286,0,1.4,0.01,0,0.424,0,0,1.652,420.538,0.7,0,0,0,-0.01,0,0,0,2.081,1.367,0,0,0
0,0,0.533,0,0,0.29,0,0.433,0,0,0.786,0,0,729.563,3.514,3.305,0.243,0,0,3.262,0,0,0.748,0,0,1.914,0
0.443,0.595,0.776,0.657,1.148,0,0.548,0.824,0,0.405,0.476,0,0.819,974.051,0,-0.09,1.1,0.6,0,0,1.081,0.886,0,0.195,5.5,0,0
0,0.595,0,0,0.762,0,0,0,1.076,0,0,0,0,63.847,0,0.686,0,0,2.133,0,0,0.343,0,1.671,0,0,0
0,0,0,0,0,1.495,0,1.676,0,0,0,0.538,0,867.6,0,0,0,0.495,0.238,0,0,0,0,1.486,1.7,0,0.69
0.852,0,0.248,0,0.952,2.686,0,1.205,0,0,0,0,1.133,393.867,0,0,0.648,0.986,0,1.667,0.281,1.481,1.51,0,0,1.552,2.2
0,0,0.881,-0.014,0,1.81,0,0,0,0,0,0.952,0,232.816,0,1.076,1.024,0,0,0.824,0,0,0,0.576,1.143,1.143,0.429
0,0,0,0.39,0,1.414,0,0,0,0.724,0,0.362,0.414,104.727,0,0,-0.019,0,0.21,0,0,1.367,0,0,1.471,0,0.405
1.362,1.129,0,0,0,0,0.557,0,0.957,0,0,0,0,491.466,0.233,0.371,0.443,0,1.071,0,1.61,0,0,0,2.052,3.438,0
0,0,0,0,0,0.79,1.648,0,0,0.343,0,0,0.219,249.554,0,0.576,1.671,0.3,1.986,1.09,0,0,0,1.448,1.129,0,0
0,0,1.081,0.667,1.071,0,0.986,0,0,0,0,0,1.352,467.666,2.386,2.062,0,1.581,0,0,0,0.462,1.09,0.295,0,0,0
0,0.848,0,0,0.414,1,0,0,0,0,0,0,0,379.924,0,1.243,1.3,0,0,1.343,0,0,0,0,1.119,0.419,0
0,0,0.69,0.5,1.214,0,0,0,0,0,0.505,0,0,1021.493,1.538,0,2,1.571,0,0.924,0,0,1.419,2.667,0.176,0,0
0,0,0,1.462,0,1.343,2.243,1.443,0,0,0,0,0,465.842,0,0,0.081,1.205,0,0,0,0,0,0.424,0,0,0.214
0,0,0,0,0.562,0,0,1.081,0,0,0.538,0,0,176.855,0.195,0,0.662,0,0.986,1.186,0,0,0,1.352,0.6,2.7,0
0,1.671,0.871,0,0.905,0,0,0,1.105,0,0,0,0,291.116,1.61,0,0,0,0,0,0.652,0,1.105,0,2.371,1.281,0.857
0,0,0,0,0.99,0,0,0,0,0,0,0.567,0,1176.363,0.976,0.452,0,0,0,0,2.743,0,0,0,0.819,1.19,0.405
0,0,0.776,0,2.09,0,1.362,0.429,0.581,1.462,0,0,0,317.73,0.848,3.219,0,0.114,2.771,0.576,1.514,0.614,0,0,1.343,0,0
0,0,2.367,0,0,2.99,0.924,0,0.567,0,0,0,0,131.418,1.686,0,0,0,0,0,1.167,0,1.743,0,3.205,0.852,0.948
0,0.457,0,0,0,0,0,0,0,0.524,0,0,0,629.441,0,0.119,0,1.629,0,0,2.067,0,0,0,1.576,0.352,0
0,1.614,0,0.362,0,0,0,0,0.51,0,0,0,1.386,230.169,0.281,0,0,0.762,0,0,2.738,0,0,0,1.129,1.629,0
0,0.971,0,0,0,0,0.367,0.986,0,0,2.467,0,0,386.396,0.029,0.495,0,1.167,0,0,0,0,0,0,0.524,1.367,3.095
0,0,0.505,1.771,0,0,0,0,0,0.595,0,0.033,0,866.2,1.162,0.414,0.305,0.819,0.314,0,2.648,0.457,0,0,0.843,0,2.124
0,0,0,0,0,0,1.01,0,0,0,0,0,0.024,1180.887,2.209,1.819,0.829,3.924,0,0,0,0.333,0,1.262,2.943,0.371,1.362
0.352,0,0.681,0,0.471,0,1.948,0,0,0,0,0,3.105,3281.171,2.733,-0.038,0.376,0.171,0,0,4.167,1.59,0,0,4.057,0.005,0.424
1.176,0.495,0.567,1.043,1.295,2.248,1.719,0,0,0,0,0,0,511.537,0,0.19,0,0,0,0,2.686,1.533,0,0,0.462,0,0
0,0,0.9,1.29,2.152,0.057,0,0,0,0.543,0,0,-0.024,88.818,2.643,0,0,0,0,0.038,0,0.414,0,0.614,1.138,0.862,0.69
0.586,0,0.5,0.662,0,0,0.895,0,0,0.067,0.219,0,0.295,1788.218,0.71,0.305,0,0,1.6,0,0.567,0.452,0,0,8.638,3.409,0
0,1.571,0,2.905,0,3.305,0,0,1.486,0,0,0,3.338,151.513,0,0,0,0,1.143,0,0,0,0,0,0,0,0.848
0,0,0.848,0,0,0,0,0,0,0,0,0,0,438.824,0,1.786,0,0,0,0,1.333,0,0,0.743,3.281,0,0
0,0,0,3.276,1.495,1.171,0,0,0,0,0,0,0,430.547,0.857,0,0,0.557,0,0.971,0,0,0,2.486,0,0,0
1,0,0,0,0,0,0,0,0,0.486,4.552,0.962,0,927.361,0.676,1.029,-0.076,0,0,0,0,0.843,0,0,0,0,0
0,2.829,0,0,0.333,0.671,0,0,0.776,0.314,0,0,0,513.375,0,2.01,0,0,2.267,0,0.481,0,0,0,2.776,0,0
0,0,0.467,0,0,0,0.505,0.738,0,0,0,0,0.181,104.904,2.805,0,0.662,0,0,0,0,0,0,0,0,1.11,1.376
0,0,0.881,2.062,0,0,1.495,0,0.414,0,0,1.538,0.905,1538.92,0,-0.052,0.352,0.1,0,0,1.524,0,0,0,1.933,3.505,0
0,0,0,0,0,0,0,0,-0.01,0.848,0,0,0.89,53.737,0,0,0.452,0,2.348,0,0,0,0.824,0.214,0,3.186,1.881
0,0,0,0,0,0,0,0,0,0,0.171,0,0,112.803,2.229,0.714,0,0.562,0,0,0,0.714,0,4.5,0.448,0,2.086
0,0,0.186,0,0,1.024,0,0,0.976,0.581,0,0,0.481,508.975,0,0.629,0,0,0,2.133,1.529,1.505,0,0,0.743,0,0
0,0,0,0,0,1.186,0.162,0,0.533,0,0,0,1.857,307.397,1.495,0.376,0,0,1.357,1.571,0,0,0,0.9,0.752,0,-0.005
0,0,0,0,0,3.724,0,0,0,0,0,0,0,1498.207,1.871,0.067,0,0,0.295,0,5.5,0,0,3.109,2.057,0.433,1.319
0.01,0,0,0,0,0,0,0,0.914,0.943,0,0.262,0,612.812,0,-0.071,0.352,0,0,1.467,1.243,1.229,0,1.486,3.071,0.719,0.357
0,3.705,0,0,0,0.571,0,0,0,0,0,0,0,485.342,3.076,-0.043,0.933,1.4,0,1.79,0.776,0,0,0,1.205,0,1.214
0,-0.01,0,0,0,0,0,2.086,0,0,0.91,8.548,1.29,865.043,1.824,1.424,0,2.495,2.081,0,3.095,0,0,2.624,1.114,0,0
0.262,0.786,0,0,1.019,0,0,0,0,0,0,0,0,775.358,0,4.138,0,0.605,0,0.605,1.448,0,0,0.743,1.086,0.686,0
0.181,0,1.395,0,1.005,2.352,0.21,1.395,0,0,0.59,0,0,52.299,2.138,0,1.057,0,0.329,1.357,0,0,0.362,0,0,0,1.362
1.833,1.614,0,0,0,0,0,1.686,0,0,0,1.081,0,276.664,0,0.419,0,0,0.919,2.6,0,0.467,0.448,0,0,0,0
0,0,1.005,1.038,0,0.8,0.61,0.514,0,1.824,0,0,0.881,264.849,1,1.533,0,0.252,0.533,2.314,1.319,0.786,0.99,1.143,0,0,0
0,1.367,0,0,3.614,0,1.419,0,0.876,2.348,0,1.252,0,1223.672,0,0.457,0,0,0,0.781,0.81,0.31,0,0,0.752,1.205,0
0,0.519,0,2.562,0,0,0,0,0,0,0,0.052,0,490.128,3.762,0.69,1.571,0.01,0,0,1.419,0.619,0,2.762,1.724,0.833,0
0,0,0,1.929,0,0.876,0,0,0,0,0.571,1.276,0,1712.547,1.633,-0.429,0,0,2.333,0.643,1.119,0,0,1.89,3.381,0,0
0,3.771,1.819,1.614,0,2.505,0,0,0,0.438,0,0,0.2,223.05,0.057,0,0.395,1.838,0,0,1.024,2.286,0,0.324,0,0,0
0,1.61,2.857,1.871,0,0,0.695,0,0.033,0.714,0,0,0.7,466.623,1.21,4.419,0,0.195,0.01,0,0.633,0,0,5.533,0.571,0,0
2.033,0,0,0,0,0,0,0,0,0,0,0,0,770.548,1.981,0,0.343,0,0,0,0.595,0,0,0,0,0,0
0,0,0,0,0,1.6,0,1.705,0,0,1.09,0,0.938,373.729,0.362,0,0,0,0.643,0,0,0,1.31,0,6.338,1.619,0.843
0,1.29,0,1.143,0.305,0.943,1.657,0,0,0,1.381,0.581,1.31,281.173,0.262,0,0.51,1.367,1.643,0,0,1.105,0,0.795,0.929,0.648,0
0,0,0,0,0,1.762,0.229,0,0,0.286,0,0,1.843,252.388,0,1.138,0,0,0.567,0,0,0,0,0,0,0,0
0.629,0,1.329,0,0,0,0,0,1.529,0,0.81,0,0.052,584.874,0.648,0,0,0.524,1.448,0,2.033,1.224,0,0,0,0,0
0,0,0.61,0,0,0,1.319,0,0.481,0,0,0,0,364.777,-0.01,0,0,0,0,0.881,0,1.51,0,0,0,0,0
0,0,0.448,1.862,0.581,0,0.495,1.067,0,0,0.305,0,0,244.735,0.767,4.138,1.176,0,0.033,0,0,0,0.962,0,0,1.338,0
0,1.548,1.019,0,0,1.062,2.205,0,0,0,0.333,0,0.619,553.899,0,0,0,0,0,1.233,0.995,0,0.452,0,1.681,0,0
0,0,0.324,0,0.519,0,0,0.39,0,0,0,0.895,0,156.746,0.448,0,0,0,0.8,0,0,0,0,2.609,0,1.176,0
1.371,1.124,0,0,0,0,0,1.129,0.4,0,1.338,0,0,76.971,0.329,-0.005,0,2.69,1.114,1.11,2.724,0.095,0.39,0.786,0,0,0
0,0,0,0,0.629,1.786,0,2.59,0.438,0,0,0.233,0,482.728,0.024,1.848,1.462,0.605,2.176,0,0,0.624,0,0,1.519,0,0
0,0.662,0,0,0,0,0,0,1.371,0,0,0,0.21,816.053,0,0,2.743,0,1.243,1.252,0,0,1.367,0,0,0,0
0.395,0,0,1.524,0,0,0,1.433,0,0,0,0,0,520.299,0.981,0.424,0.805,0,0,0,0.548,0,0,-0.01,2.514,1.49,1.124
1.433,0,2,0,0,1.414,0,0,1.829,1.49,2.648,0,0,1243.043,0,1.167,0.114,0,0,0,1.671,0,0,0,0.524,0,1.381
0,0,0,0,0,1.467,0.49,0,1.086,1.352,1.586,0,0,111.908,0,0,0,0,0,0,1.467,1.262,0.781,1.467,0,0,0
0,0,0,0,0,0,0.51,0,0,0,0,0,0.948,362.296,0.562,0,1.062,0,0,0,0,0,0.605,0,1.248,0,0
0.01,2.462,0,2.333,1.238,0.714,0,0,0,1.124,3.076,0.49,0,1189.111,1.052,-0.019,0,3.043,1.714,2.081,0,0,0,2.257,3.619,0,0
0,0,0,0,-0.043,2.643,0,0,0,0,0,0.757,0.395,14.643,0.267,0.91,0,0,3,0,0,0,0,0,0,0,0.595
0,0.548,0.824,0,0,2.095,0,0.529,0,0,0.881,0.443,0,397.11,2.676,0,1.648,0,0,0.595,1.514,1.452,1.205,0.448,0,0,0.424
0,0,0,0,0,1.157,0.99,0.881,0,0,1.533,2.119,0,459.033,0,1.805,1.762,0,0.733,0,1.51,0,0,0.91,0,0,0.186
0,0,1.838,0,0,1.852,-0.033,0,0,0,0,0,0,384.615,0,0,0,0.052,0.267,0,0.686,0,0,0,1.214,0.695,2.533
0,0,0,0.552,0,1.433,0,1.59,0.129,0,0,0,0,232.721,0,0,0,0.357,0,0,0.624,0,-0.014,0,0,0,0
0,0,0.81,2.1,0.948,1.686,0.533,0,1.49,0.662,0,0.376,1.943,1194.263,1.7,0.105,0.729,2.538,0.195,0.829,2.3,0,0,1.076,0,0,0.857
0.576,0,0.51,0,0,2.243,0.71,3.571,0,0.305,0,0,0,1204.291,1.795,0.076,1.348,0.581,0,1.305,0,0,0.733,0.838,2.862,0.814,0.51
0.262,0,0.886,-0.01,0,0,3.957,0,1.267,0,1.1,0.89,0,3766.071,0.624,-0.671,1.852,1.381,0.643,0,1.181,0,1.338,2.509,6.005,0,0
0,0,0,0,0,1.057,0,0,0,0.3,0,-0.005,1.595,1136.864,3.381,0.495,0,0,-0.019,0,3.305,0,0,4.914,2.433,0,0
0,0,0,0.852,0,0,0,0,1.062,0,0,1.257,1.162,373.267,0.833,0,0,0,0.424,0,2.224,1.043,0,2.638,1.081,0,0
1.238,2.448,1.271,0,0,0,1.09,0,0,0,0,0.295,0.824,283.535,0,0.933,0,3.238,0,0,0,0,0,0,1.305,1.538,0
0,0,0,0,0,0,0.648,0,0,1.514,0,0,0,383.667,0.243,0,0.962,1.781,1.119,0,0,0,1.719,0.329,0.652,0,0
0,0,1.9,0,0,0,0,0,0,0,0.624,0,0,507.318,0,0.871,0,0,0.486,0,0.71,0,0.5,0.714,1.305,0,2.467
0,2.295,1.11,0,0,0.81,1.571,0,0,0,0,0,0,72.456,0.538,0,0,0,0,0.305,1.524,0,0,0,0.99,0,1.833
0,0,0.943,0,-0.01,0,0,0,0,0,0,0,0,591.465,1.067,0,0,0,0.586,0,0.424,0.843,0,1.876,1.967,0,0
0,0,0,0,0,0.662,0,0.343,0.357,0,0,0.686,2.595,992.251,2.233,0.771,0,0,0,1.11,0,0,0,2.071,0.895,0,0
0.467,0,2.2,0,0,0,0,0,0,0,1.476,2.671,0,882.157,-0.048,0,0.11,0,0,1.076,0,0.048,1.19,0.738,2.333,-0.033,0.69
2.033,0.314,1.414,0,3.133,0,0,0,0,0,0,0,0,252.711,0,0,0,0,0,0,1.762,0,0,0,0.876,0.343,0
0,2.829,0,0,0,1.062,0,0,0,0,0.376,0.276,0.781,277.43,0.471,0.143,0,0.881,0,0.7,0.871,0,0.4,0.338,0,0,0
0,0,0,0,0,2.724,0,1.676,0,0,0,0.481,0,320.082,2.4,0,0,0,1.581,0.514,0,0,0,0,0,0,0
0,0,0,0,0,1.233,0,0,1.667,0,0,1.1,0,166.86,-6.514,0.805,0,0,0,0,0,0,0,0,1.443,0,2.09
0,0.329,0,0,0.905,1.119,0,0,1.171,0,0,-0.01,3.119,3913.261,1.186,1.014,-0.062,0.795,0,0.324,3.643,0,0.49,0.629,1.229,0,0
0,0.21,0,0,0,1.519,1.819,0,0,0,0,0,2.895,1152.23,1.433,0,0,0,0,0,1.333,0,0,1.005,0.548,0,0
0,0.681,0.895,2.119,2.943,2.676,0.586,0.671,0.019,0,0,1.305,2.5,885.609,0,0.267,0,0.376,0.633,0,0,0,0,1.443,2.743,0,0.89
0,0,0,0,0,0,0,0,0,0,0,0,0.99,95.337,1.462,0,0,0,0.724,0,0,0,0.557,1.343,2.181,0,0.648
0.233,0,0,0,1.024,0,0,0,0,2.271,0,0,0,657.483,3.895,0,0.343,1.824,0,0,2.071,2.371,-0.029,0.929,0.824,0.029,0
0,0,0,0.3,0,0,0,0.819,0.562,0,0,0,1.41,296.897,0.595,0,0.41,0.59,0.638,0,0.776,0,0.776,0.448,1.029,0,0
0,0.252,0,0.5,0.49,0,0.352,0,0.933,0,2.352,2.39,0,1441.25,0,0,0.09,0.729,0,0,2.619,0.243,0,1.619,3.281,0,2.419
0,0,0,0,0.319,2.871,0.286,0.429,0,0,1.414,0,1.029,783.472,1.257,1.49,0.433,0,2.424,0,4.119,0,0,0,1.586,0.552,0
0,0,1.543,1.795,0,0.724,0,0.99,0.833,0,0,0,0,443.562,0,0,0.333,1.438,0.581,0,0,1.305,0.133,0.895,1.538,0,0
0,0,0,0,0,2.452,0,0,0,0,0,4.033,0,193.526,0,1.276,1.214,0,0,0,0,0,0,1.524,1.61,0,0
0,0,0,0,1.138,0,0,0,0.771,0.757,0,0,0,235.407,1.905,0.89,0,0,0,0,0,0,0,0.01,0.838,0,0.643
0.895,0,0,1.443,0,0,3.109,0,0,1.305,0,0,5.067,7726.313,0,-3.962,-0.748,0.171,1.519,0.224,6.076,1.729,0.757,1.571,3.852,0,0
1.7,0,0.805,0.057,0,0,0,0,0.586,0,0,0.69,0.643,411.471,0.3,3.743,0,0,0,0,2.871,0,1.114,0.519,0,0.681,0
0,0,0.89,1.381,0.514,0,0,0,0.9,0,0,1.3,0,237.002,0.486,0,0,0,0,0,0,0,0,0,0,0.348,0
0,0.962,0,1.281,0,0,0,0,0,0,0,0,0,294.054,1.114,0,0,0,0,0.667,0,0.857,0.343,2.757,0.748,1.076,0
0,0,0.319,0,0,0,3.738,0,1.267,0,1.21,0,0,642.445,1.367,2.7,0,2.186,1.21,1.614,0,1.486,0,0,3.357,1.548,0.862
0.871,0,0,0.51,1.524,0,0,0,0,0,3.405,0.233,0,366.524,0.243,0,0.581,0,1.267,0.095,0.748,0,0,0,0,0,0
0.257,0,0,0.867,1.633,0.4,0,0.533,0,0.167,0,0,0,1048.021,0,0,1.476,0,0,0.443,1.414,1.376,0,0.938,2.248,0,0
